date,phc_id,medicine_id,quantity_used
2026-05-25,PHC001,MED001,55
2026-05-26,PHC001,MED001,36
2026-05-27,PHC001,MED001,53
2026-05-28,PHC001,MED001,36
2026-05-29,PHC001,MED001,33
2026-05-30,PHC001,MED001,49
2026-05-31,PHC001,MED001,28
2026-06-01,PHC001,MED001,50
2026-06-02,PHC001,MED001,42
2026-06-03,PHC001,MED001,44
2026-06-04,PHC001,MED001,32
2026-06-05,PHC001,MED001,52
2026-06-06,PHC001,MED001,30
2026-06-07,PHC001,MED001,29
2026-06-08,PHC001,MED001,45
2026-06-09,PHC001,MED001,38
2026-06-10,PHC001,MED001,52
2026-06-11,PHC001,MED001,45
2026-06-12,PHC001,MED001,40
2026-06-13,PHC001,MED001,31
2026-06-14,PHC001,MED001,27
2026-06-15,PHC001,MED001,55
2026-06-16,PHC001,MED001,49
2026-06-17,PHC001,MED001,35
2026-06-18,PHC001,MED001,30
2026-06-19,PHC001,MED001,34
2026-06-20,PHC001,MED001,40
2026-06-21,PHC001,MED001,20
2026-06-22,PHC001,MED001,34
2026-06-23,PHC001,MED001,28
2026-06-24,PHC001,MED001,36
2026-06-25,PHC001,MED001,40
2026-06-26,PHC001,MED001,38
2026-06-27,PHC001,MED001,36
2026-06-28,PHC001,MED001,20
2026-06-29,PHC001,MED001,55
2026-06-30,PHC001,MED001,41
2026-07-01,PHC001,MED001,35
2026-07-02,PHC001,MED001,28
2026-07-03,PHC001,MED001,36
2026-07-04,PHC001,MED001,44
2026-07-05,PHC001,MED001,30
2026-07-06,PHC001,MED001,41
2026-07-07,PHC001,MED001,39
2026-07-08,PHC001,MED001,55
2026-07-09,PHC001,MED001,34
2026-07-10,PHC001,MED001,50
2026-07-11,PHC001,MED001,32
2026-07-12,PHC001,MED001,30
2026-07-13,PHC001,MED001,44
2026-07-14,PHC001,MED001,40
2026-07-15,PHC001,MED001,31
2026-07-16,PHC001,MED001,29
2026-07-17,PHC001,MED001,23
2026-07-18,PHC001,MED001,36
2026-07-19,PHC001,MED001,23
2026-07-20,PHC001,MED001,44
2026-07-21,PHC001,MED001,36
2026-07-22,PHC001,MED001,39
2026-07-23,PHC001,MED001,38
2026-07-24,PHC001,MED001,25
2026-07-25,PHC001,MED001,40
2026-07-26,PHC001,MED001,17
2026-07-27,PHC001,MED001,70
2026-07-28,PHC001,MED001,40
2026-07-29,PHC001,MED001,37
2026-07-30,PHC001,MED001,30
2026-07-31,PHC001,MED001,34
2026-08-01,PHC001,MED001,42
2026-08-02,PHC001,MED001,25
2026-08-03,PHC001,MED001,39
2026-08-04,PHC001,MED001,40
2026-08-05,PHC001,MED001,38
2026-08-06,PHC001,MED001,36
2026-08-07,PHC001,MED001,30
2026-08-08,PHC001,MED001,41
2026-08-09,PHC001,MED001,25
2026-08-10,PHC001,MED001,41
2026-08-11,PHC001,MED001,35
2026-08-12,PHC001,MED001,34
2026-08-13,PHC001,MED001,40
2026-08-14,PHC001,MED001,44
2026-08-15,PHC001,MED001,40
2026-08-16,PHC001,MED001,30
2026-08-17,PHC001,MED001,46
2026-08-18,PHC001,MED001,28
2026-08-19,PHC001,MED001,50
2026-08-20,PHC001,MED001,38
2026-08-21,PHC001,MED001,32
2026-08-22,PHC001,MED001,40
2026-08-23,PHC001,MED001,25
2026-08-24,PHC001,MED001,41
2026-08-25,PHC001,MED001,53
2026-08-26,PHC001,MED001,45
2026-08-27,PHC001,MED001,49
2026-03-01,PHC001,MED002,9
2026-03-02,PHC001,MED002,13
2026-03-03,PHC001,MED002,16
2026-03-04,PHC001,MED002,17
2026-03-05,PHC001,MED002,11
2026-03-06,PHC001,MED002,17
2026-03-07,PHC001,MED002,18
2026-03-08,PHC001,MED002,11
2026-03-09,PHC001,MED002,22
2026-03-10,PHC001,MED002,17
2026-03-11,PHC001,MED002,18
2026-03-12,PHC001,MED002,20
2026-03-13,PHC001,MED002,14
2026-03-14,PHC001,MED002,17
2026-03-15,PHC001,MED002,12
2026-03-16,PHC001,MED002,25
2026-03-17,PHC001,MED002,15
2026-03-18,PHC001,MED002,13
2026-03-19,PHC001,MED002,19
2026-03-20,PHC001,MED002,14
2026-03-21,PHC001,MED002,15
2026-03-22,PHC001,MED002,15
2026-03-23,PHC001,MED002,21
2026-03-24,PHC001,MED002,14
2026-03-25,PHC001,MED002,14
2026-03-26,PHC001,MED002,20
2026-03-27,PHC001,MED002,19
2026-03-28,PHC001,MED002,1
2026-03-29,PHC001,MED002,13
2026-03-30,PHC001,MED002,21
2026-03-31,PHC001,MED002,18
2026-04-01,PHC001,MED002,16
2026-04-02,PHC001,MED002,9
2026-04-03,PHC001,MED002,14
2026-04-04,PHC001,MED002,19
2026-04-05,PHC001,MED002,12
2026-04-06,PHC001,MED002,23
2026-04-07,PHC001,MED002,17
2026-04-08,PHC001,MED002,19
2026-04-09,PHC001,MED002,22
2026-04-10,PHC001,MED002,16
2026-04-11,PHC001,MED002,18
2026-04-12,PHC001,MED002,9
2026-04-13,PHC001,MED002,29
2026-04-14,PHC001,MED002,19
2026-04-15,PHC001,MED002,17
2026-04-16,PHC001,MED002,26
2026-04-17,PHC001,MED002,24
2026-04-18,PHC001,MED002,18
2026-04-19,PHC001,MED002,13
2026-04-20,PHC001,MED002,17
2026-04-21,PHC001,MED002,23
2026-04-22,PHC001,MED002,20
2026-04-23,PHC001,MED002,15
2026-04-24,PHC001,MED002,22
2026-04-25,PHC001,MED002,19
2026-04-26,PHC001,MED002,15
2026-04-27,PHC001,MED002,21
2026-04-28,PHC001,MED002,0
2026-04-29,PHC001,MED002,21
2026-04-30,PHC001,MED002,17
2026-05-01,PHC001,MED002,15
2026-05-02,PHC001,MED002,17
2026-05-03,PHC001,MED002,14
2026-05-04,PHC001,MED002,25
2026-05-05,PHC001,MED002,15
2026-05-06,PHC001,MED002,16
2026-05-07,PHC001,MED002,10
2026-05-08,PHC001,MED002,16
2026-05-09,PHC001,MED002,12
2026-05-10,PHC001,MED002,13
2026-05-11,PHC001,MED002,22
2026-05-12,PHC001,MED002,15
2026-05-13,PHC001,MED002,17
2026-05-14,PHC001,MED002,12
2026-05-15,PHC001,MED002,18
2026-05-16,PHC001,MED002,15
2026-05-17,PHC001,MED002,12
2026-05-18,PHC001,MED002,19
2026-05-19,PHC001,MED002,18
2026-05-20,PHC001,MED002,15
2026-05-21,PHC001,MED002,18
2026-05-22,PHC001,MED002,18
2026-05-23,PHC001,MED002,14
2026-05-24,PHC001,MED002,13
2026-05-25,PHC001,MED002,24
2026-05-26,PHC001,MED002,18
2026-05-27,PHC001,MED002,19
2026-05-28,PHC001,MED002,13
2026-05-29,PHC001,MED002,15
2026-05-30,PHC001,MED002,20
2026-05-31,PHC001,MED002,9
2026-06-01,PHC001,MED002,24
2026-06-02,PHC001,MED002,16
2026-06-03,PHC001,MED002,20
2026-06-04,PHC001,MED002,17
2026-06-05,PHC001,MED002,22
2026-06-06,PHC001,MED002,8
2026-06-07,PHC001,MED002,11
2026-06-08,PHC001,MED002,17
2026-06-09,PHC001,MED002,14
2026-06-10,PHC001,MED002,17
2026-06-11,PHC001,MED002,15
2026-06-12,PHC001,MED002,20
2026-06-13,PHC001,MED002,20
2026-06-14,PHC001,MED002,6
2026-06-15,PHC001,MED002,19
2026-06-16,PHC001,MED002,19
2026-06-17,PHC001,MED002,16
2026-06-18,PHC001,MED002,13
2026-06-19,PHC001,MED002,11
2026-06-20,PHC001,MED002,17
2026-06-21,PHC001,MED002,12
2026-06-22,PHC001,MED002,20
2026-06-23,PHC001,MED002,16
2026-06-24,PHC001,MED002,13
2026-06-25,PHC001,MED002,17
2026-06-26,PHC001,MED002,15
2026-06-27,PHC001,MED002,17
2026-06-28,PHC001,MED002,11
2026-06-29,PHC001,MED002,17
2026-06-30,PHC001,MED002,14
2026-07-01,PHC001,MED002,12
2026-07-02,PHC001,MED002,18
2026-07-03,PHC001,MED002,17
2026-07-04,PHC001,MED002,14
2026-07-05,PHC001,MED002,12
2026-07-06,PHC001,MED002,13
2026-07-07,PHC001,MED002,18
2026-07-08,PHC001,MED002,19
2026-07-09,PHC001,MED002,15
2026-07-10,PHC001,MED002,19
2026-07-11,PHC001,MED002,14
2026-07-12,PHC001,MED002,9
2026-07-13,PHC001,MED002,16
2026-07-14,PHC001,MED002,14
2026-07-15,PHC001,MED002,13
2026-07-16,PHC001,MED002,16
2026-07-17,PHC001,MED002,13
2026-07-18,PHC001,MED002,17
2026-07-19,PHC001,MED002,11
2026-07-20,PHC001,MED002,17
2026-07-21,PHC001,MED002,12
2026-07-22,PHC001,MED002,16
2026-07-23,PHC001,MED002,16
2026-07-24,PHC001,MED002,14
2026-07-25,PHC001,MED002,13
2026-07-26,PHC001,MED002,9
2026-07-27,PHC001,MED002,27
2026-07-28,PHC001,MED002,10
2026-07-29,PHC001,MED002,16
2026-07-30,PHC001,MED002,13
2026-07-31,PHC001,MED002,13
2026-08-01,PHC001,MED002,18
2026-08-02,PHC001,MED002,9
2026-08-03,PHC001,MED002,24
2026-08-04,PHC001,MED002,20
2026-08-05,PHC001,MED002,15
2026-08-06,PHC001,MED002,16
2026-08-07,PHC001,MED002,11
2026-08-08,PHC001,MED002,14
2026-08-09,PHC001,MED002,8
2026-08-10,PHC001,MED002,26
2026-08-11,PHC001,MED002,15
2026-08-12,PHC001,MED002,15
2026-08-13,PHC001,MED002,13
2026-08-14,PHC001,MED002,14
2026-08-15,PHC001,MED002,15
2026-08-16,PHC001,MED002,10
2026-08-17,PHC001,MED002,30
2026-08-18,PHC001,MED002,12
2026-08-19,PHC001,MED002,15
2026-08-20,PHC001,MED002,19
2026-08-21,PHC001,MED002,20
2026-08-22,PHC001,MED002,18
2026-08-23,PHC001,MED002,10
2026-08-24,PHC001,MED002,20
2026-08-25,PHC001,MED002,18
2026-08-26,PHC001,MED002,19
2026-08-27,PHC001,MED002,16
2026-03-01,PHC001,MED003,8
2026-03-02,PHC001,MED003,13
2026-03-03,PHC001,MED003,16
2026-03-04,PHC001,MED003,13
2026-03-05,PHC001,MED003,11
2026-03-06,PHC001,MED003,13
2026-03-07,PHC001,MED003,14
2026-03-08,PHC001,MED003,9
2026-03-09,PHC001,MED003,18
2026-03-10,PHC001,MED003,9
2026-03-11,PHC001,MED003,11
2026-03-12,PHC001,MED003,16
2026-03-13,PHC001,MED003,12
2026-03-14,PHC001,MED003,16
2026-03-15,PHC001,MED003,10
2026-03-16,PHC001,MED003,18
2026-03-17,PHC001,MED003,15
2026-03-18,PHC001,MED003,13
2026-03-19,PHC001,MED003,14
2026-03-20,PHC001,MED003,13
2026-03-21,PHC001,MED003,10
2026-03-22,PHC001,MED003,10
2026-03-23,PHC001,MED003,18
2026-03-24,PHC001,MED003,10
2026-03-25,PHC001,MED003,12
2026-03-26,PHC001,MED003,14
2026-03-27,PHC001,MED003,18
2026-03-28,PHC001,MED003,13
2026-03-29,PHC001,MED003,9
2026-03-30,PHC001,MED003,13
2026-03-31,PHC001,MED003,17
2026-04-01,PHC001,MED003,0
2026-04-02,PHC001,MED003,16
2026-04-03,PHC001,MED003,16
2026-04-04,PHC001,MED003,17
2026-04-05,PHC001,MED003,10
2026-04-06,PHC001,MED003,16
2026-04-07,PHC001,MED003,15
2026-04-08,PHC001,MED003,15
2026-04-09,PHC001,MED003,19
2026-04-10,PHC001,MED003,13
2026-04-11,PHC001,MED003,13
2026-04-12,PHC001,MED003,11
2026-04-13,PHC001,MED003,24
2026-04-14,PHC001,MED003,15
2026-04-15,PHC001,MED003,11
2026-04-16,PHC001,MED003,16
2026-04-17,PHC001,MED003,15
2026-04-18,PHC001,MED003,18
2026-04-19,PHC001,MED003,10
2026-04-20,PHC001,MED003,21
2026-04-21,PHC001,MED003,18
2026-04-22,PHC001,MED003,14
2026-04-23,PHC001,MED003,19
2026-04-24,PHC001,MED003,18
2026-04-25,PHC001,MED003,18
2026-04-26,PHC001,MED003,11
2026-04-27,PHC001,MED003,25
2026-04-28,PHC001,MED003,6
2026-04-29,PHC001,MED003,0
2026-04-30,PHC001,MED003,0
2026-05-01,PHC001,MED003,13
2026-05-02,PHC001,MED003,15
2026-05-03,PHC001,MED003,11
2026-05-04,PHC001,MED003,27
2026-05-05,PHC001,MED003,13
2026-05-06,PHC001,MED003,12
2026-05-07,PHC001,MED003,12
2026-05-08,PHC001,MED003,10
2026-05-09,PHC001,MED003,9
2026-05-10,PHC001,MED003,10
2026-05-11,PHC001,MED003,16
2026-05-12,PHC001,MED003,17
2026-05-13,PHC001,MED003,17
2026-05-14,PHC001,MED003,12
2026-05-15,PHC001,MED003,18
2026-05-16,PHC001,MED003,14
2026-05-17,PHC001,MED003,12
2026-05-18,PHC001,MED003,16
2026-05-19,PHC001,MED003,14
2026-05-20,PHC001,MED003,10
2026-05-21,PHC001,MED003,14
2026-05-22,PHC001,MED003,12
2026-05-23,PHC001,MED003,12
2026-05-24,PHC001,MED003,11
2026-05-25,PHC001,MED003,18
2026-05-26,PHC001,MED003,13
2026-05-27,PHC001,MED003,18
2026-05-28,PHC001,MED003,12
2026-05-29,PHC001,MED003,9
2026-05-30,PHC001,MED003,13
2026-05-31,PHC001,MED003,10
2026-06-01,PHC001,MED003,10
2026-06-02,PHC001,MED003,0
2026-06-03,PHC001,MED003,11
2026-06-04,PHC001,MED003,15
2026-06-05,PHC001,MED003,14
2026-06-06,PHC001,MED003,11
2026-06-07,PHC001,MED003,11
2026-06-08,PHC001,MED003,15
2026-06-09,PHC001,MED003,12
2026-06-10,PHC001,MED003,13
2026-06-11,PHC001,MED003,12
2026-06-12,PHC001,MED003,11
2026-06-13,PHC001,MED003,12
2026-06-14,PHC001,MED003,10
2026-06-15,PHC001,MED003,16
2026-06-16,PHC001,MED003,17
2026-06-17,PHC001,MED003,11
2026-06-18,PHC001,MED003,9
2026-06-19,PHC001,MED003,10
2026-06-20,PHC001,MED003,17
2026-06-21,PHC001,MED003,9
2026-06-22,PHC001,MED003,13
2026-06-23,PHC001,MED003,13
2026-06-24,PHC001,MED003,12
2026-06-25,PHC001,MED003,13
2026-06-26,PHC001,MED003,15
2026-06-27,PHC001,MED003,11
2026-06-28,PHC001,MED003,9
2026-06-29,PHC001,MED003,19
2026-06-30,PHC001,MED003,11
2026-07-01,PHC001,MED003,13
2026-07-02,PHC001,MED003,11
2026-07-03,PHC001,MED003,15
2026-07-04,PHC001,MED003,9
2026-07-05,PHC001,MED003,7
2026-07-06,PHC001,MED003,10
2026-07-07,PHC001,MED003,16
2026-07-08,PHC001,MED003,3
2026-07-09,PHC001,MED003,12
2026-07-10,PHC001,MED003,10
2026-07-11,PHC001,MED003,13
2026-07-12,PHC001,MED003,8
2026-07-13,PHC001,MED003,13
2026-07-14,PHC001,MED003,9
2026-07-15,PHC001,MED003,9
2026-07-16,PHC001,MED003,13
2026-07-17,PHC001,MED003,12
2026-07-18,PHC001,MED003,12
2026-07-19,PHC001,MED003,7
2026-07-20,PHC001,MED003,10
2026-07-21,PHC001,MED003,12
2026-07-22,PHC001,MED003,10
2026-07-23,PHC001,MED003,11
2026-07-24,PHC001,MED003,12
2026-07-25,PHC001,MED003,12
2026-07-26,PHC001,MED003,6
2026-07-27,PHC001,MED003,20
2026-07-28,PHC001,MED003,12
2026-07-29,PHC001,MED003,10
2026-07-30,PHC001,MED003,6
2026-07-31,PHC001,MED003,11
2026-08-01,PHC001,MED003,14
2026-08-02,PHC001,MED003,10
2026-08-03,PHC001,MED003,16
2026-08-04,PHC001,MED003,12
2026-08-05,PHC001,MED003,11
2026-08-06,PHC001,MED003,16
2026-08-07,PHC001,MED003,10
2026-08-08,PHC001,MED003,14
2026-08-09,PHC001,MED003,8
2026-08-10,PHC001,MED003,17
2026-08-11,PHC001,MED003,9
2026-08-12,PHC001,MED003,15
2026-08-13,PHC001,MED003,12
2026-08-14,PHC001,MED003,12
2026-08-15,PHC001,MED003,4
2026-08-16,PHC001,MED003,12
2026-08-17,PHC001,MED003,14
2026-08-18,PHC001,MED003,13
2026-08-19,PHC001,MED003,14
2026-08-20,PHC001,MED003,13
2026-08-21,PHC001,MED003,16
2026-08-22,PHC001,MED003,12
2026-08-23,PHC001,MED003,10
2026-08-24,PHC001,MED003,14
2026-08-25,PHC001,MED003,12
2026-08-26,PHC001,MED003,17
2026-08-27,PHC001,MED003,16
2026-03-01,PHC001,MED004,1
2026-03-02,PHC001,MED004,3
2026-03-03,PHC001,MED004,3
2026-03-04,PHC001,MED004,2
2026-03-05,PHC001,MED004,2
2026-03-06,PHC001,MED004,2
2026-03-07,PHC001,MED004,3
2026-03-08,PHC001,MED004,2
2026-03-09,PHC001,MED004,3
2026-03-10,PHC001,MED004,1
2026-03-11,PHC001,MED004,2
2026-03-12,PHC001,MED004,2
2026-03-13,PHC001,MED004,3
2026-03-14,PHC001,MED004,3
2026-03-15,PHC001,MED004,1
2026-03-16,PHC001,MED004,3
2026-03-17,PHC001,MED004,1
2026-03-18,PHC001,MED004,2
2026-03-19,PHC001,MED004,2
2026-03-20,PHC001,MED004,2
2026-03-21,PHC001,MED004,2
2026-03-22,PHC001,MED004,2
2026-03-23,PHC001,MED004,2
2026-03-24,PHC001,MED004,3
2026-03-25,PHC001,MED004,3
2026-03-26,PHC001,MED004,2
2026-03-27,PHC001,MED004,3
2026-03-28,PHC001,MED004,3
2026-03-29,PHC001,MED004,1
2026-03-30,PHC001,MED004,3
2026-03-31,PHC001,MED004,3
2026-04-01,PHC001,MED004,3
2026-04-02,PHC001,MED004,3
2026-04-03,PHC001,MED004,2
2026-04-04,PHC001,MED004,2
2026-04-05,PHC001,MED004,2
2026-04-06,PHC001,MED004,3
2026-04-07,PHC001,MED004,2
2026-04-08,PHC001,MED004,3
2026-04-09,PHC001,MED004,3
2026-04-10,PHC001,MED004,2
2026-04-11,PHC001,MED004,3
2026-04-12,PHC001,MED004,2
2026-04-13,PHC001,MED004,4
2026-04-14,PHC001,MED004,3
2026-04-15,PHC001,MED004,2
2026-04-16,PHC001,MED004,3
2026-04-17,PHC001,MED004,3
2026-04-18,PHC001,MED004,3
2026-04-19,PHC001,MED004,1
2026-04-20,PHC001,MED004,4
2026-04-21,PHC001,MED004,3
2026-04-22,PHC001,MED004,3
2026-04-23,PHC001,MED004,3
2026-04-24,PHC001,MED004,3
2026-04-25,PHC001,MED004,3
2026-04-26,PHC001,MED004,2
2026-04-27,PHC001,MED004,3
2026-04-28,PHC001,MED004,3
2026-04-29,PHC001,MED004,3
2026-04-30,PHC001,MED004,2
2026-05-01,PHC001,MED004,3
2026-05-02,PHC001,MED004,3
2026-05-03,PHC001,MED004,2
2026-05-04,PHC001,MED004,4
2026-05-05,PHC001,MED004,3
2026-05-06,PHC001,MED004,2
2026-05-07,PHC001,MED004,2
2026-05-08,PHC001,MED004,3
2026-05-09,PHC001,MED004,2
2026-05-10,PHC001,MED004,2
2026-05-11,PHC001,MED004,4
2026-05-12,PHC001,MED004,1
2026-05-13,PHC001,MED004,3
2026-05-14,PHC001,MED004,2
2026-05-15,PHC001,MED004,3
2026-05-16,PHC001,MED004,2
2026-05-17,PHC001,MED004,2
2026-05-18,PHC001,MED004,3
2026-05-19,PHC001,MED004,2
2026-05-20,PHC001,MED004,2
2026-05-21,PHC001,MED004,2
2026-05-22,PHC001,MED004,2
2026-05-23,PHC001,MED004,2
2026-05-24,PHC001,MED004,2
2026-05-25,PHC001,MED004,3
2026-05-26,PHC001,MED004,2
2026-05-27,PHC001,MED004,2
2026-05-28,PHC001,MED004,2
2026-05-29,PHC001,MED004,2
2026-05-30,PHC001,MED004,3
2026-05-31,PHC001,MED004,2
2026-06-01,PHC001,MED004,3
2026-06-02,PHC001,MED004,2
2026-06-03,PHC001,MED004,3
2026-06-04,PHC001,MED004,2
2026-06-05,PHC001,MED004,3
2026-06-06,PHC001,MED004,2
2026-06-07,PHC001,MED004,2
2026-06-08,PHC001,MED004,3
2026-06-09,PHC001,MED004,2
2026-06-10,PHC001,MED004,3
2026-06-11,PHC001,MED004,1
2026-06-12,PHC001,MED004,2
2026-06-13,PHC001,MED004,2
2026-06-14,PHC001,MED004,1
2026-06-15,PHC001,MED004,3
2026-06-16,PHC001,MED004,2
2026-06-17,PHC001,MED004,2
2026-06-18,PHC001,MED004,2
2026-06-19,PHC001,MED004,2
2026-06-20,PHC001,MED004,2
2026-06-21,PHC001,MED004,1
2026-06-22,PHC001,MED004,3
2026-06-23,PHC001,MED004,2
2026-06-24,PHC001,MED004,2
2026-06-25,PHC001,MED004,3
2026-06-26,PHC001,MED004,2
2026-06-27,PHC001,MED004,1
2026-06-28,PHC001,MED004,1
2026-06-29,PHC001,MED004,2
2026-06-30,PHC001,MED004,2
2026-07-01,PHC001,MED004,2
2026-07-02,PHC001,MED004,2
2026-07-03,PHC001,MED004,1
2026-07-04,PHC001,MED004,2
2026-07-05,PHC001,MED004,2
2026-07-06,PHC001,MED004,2
2026-07-07,PHC001,MED004,3
2026-07-08,PHC001,MED004,2
2026-07-09,PHC001,MED004,2
2026-07-10,PHC001,MED004,2
2026-07-11,PHC001,MED004,2
2026-07-12,PHC001,MED004,2
2026-07-13,PHC001,MED004,2
2026-07-14,PHC001,MED004,2
2026-07-15,PHC001,MED004,2
2026-07-16,PHC001,MED004,2
2026-07-17,PHC001,MED004,2
2026-07-18,PHC001,MED004,1
2026-07-19,PHC001,MED004,1
2026-07-20,PHC001,MED004,3
2026-07-21,PHC001,MED004,2
2026-07-22,PHC001,MED004,2
2026-07-23,PHC001,MED004,1
2026-07-24,PHC001,MED004,2
2026-07-25,PHC001,MED004,2
2026-07-26,PHC001,MED004,1
2026-07-27,PHC001,MED004,3
2026-07-28,PHC001,MED004,2
2026-07-29,PHC001,MED004,3
2026-07-30,PHC001,MED004,2
2026-07-31,PHC001,MED004,2
2026-08-01,PHC001,MED004,2
2026-08-02,PHC001,MED004,1
2026-08-03,PHC001,MED004,3
2026-08-04,PHC001,MED004,2
2026-08-05,PHC001,MED004,2
2026-08-06,PHC001,MED004,3
2026-08-07,PHC001,MED004,2
2026-08-08,PHC001,MED004,2
2026-08-09,PHC001,MED004,1
2026-08-10,PHC001,MED004,3
2026-08-11,PHC001,MED004,2
2026-08-12,PHC001,MED004,3
2026-08-13,PHC001,MED004,2
2026-08-14,PHC001,MED004,2
2026-08-15,PHC001,MED004,2
2026-08-16,PHC001,MED004,1
2026-08-17,PHC001,MED004,4
2026-08-18,PHC001,MED004,2
2026-08-19,PHC001,MED004,3
2026-08-20,PHC001,MED004,2
2026-08-21,PHC001,MED004,2
2026-08-22,PHC001,MED004,2
2026-08-23,PHC001,MED004,1
2026-08-24,PHC001,MED004,2
2026-08-25,PHC001,MED004,2
2026-08-26,PHC001,MED004,3
2026-08-27,PHC001,MED004,3
2026-03-01,PHC001,MED005,5
2026-03-02,PHC001,MED005,11
2026-03-03,PHC001,MED005,9
2026-03-04,PHC001,MED005,10
2026-03-05,PHC001,MED005,11
2026-03-06,PHC001,MED005,11
2026-03-07,PHC001,MED005,12
2026-03-08,PHC001,MED005,7
2026-03-09,PHC001,MED005,9
2026-03-10,PHC001,MED005,9
2026-03-11,PHC001,MED005,14
2026-03-12,PHC001,MED005,13
2026-03-13,PHC001,MED005,9
2026-03-14,PHC001,MED005,13
2026-03-15,PHC001,MED005,7
2026-03-16,PHC001,MED005,13
2026-03-17,PHC001,MED005,8
2026-03-18,PHC001,MED005,11
2026-03-19,PHC001,MED005,11
2026-03-20,PHC001,MED005,11
2026-03-21,PHC001,MED005,10
2026-03-22,PHC001,MED005,9
2026-03-23,PHC001,MED005,15
2026-03-24,PHC001,MED005,10
2026-03-25,PHC001,MED005,9
2026-03-26,PHC001,MED005,9
2026-03-27,PHC001,MED005,9
2026-03-28,PHC001,MED005,11
2026-03-29,PHC001,MED005,7
2026-03-30,PHC001,MED005,13
2026-03-31,PHC001,MED005,12
2026-04-01,PHC001,MED005,11
2026-04-02,PHC001,MED005,10
2026-04-03,PHC001,MED005,9
2026-04-04,PHC001,MED005,14
2026-04-05,PHC001,MED005,8
2026-04-06,PHC001,MED005,11
2026-04-07,PHC001,MED005,9
2026-04-08,PHC001,MED005,10
2026-04-09,PHC001,MED005,12
2026-04-10,PHC001,MED005,13
2026-04-11,PHC001,MED005,13
2026-04-12,PHC001,MED005,8
2026-04-13,PHC001,MED005,18
2026-04-14,PHC001,MED005,13
2026-04-15,PHC001,MED005,10
2026-04-16,PHC001,MED005,13
2026-04-17,PHC001,MED005,12
2026-04-18,PHC001,MED005,8
2026-04-19,PHC001,MED005,6
2026-04-20,PHC001,MED005,17
2026-04-21,PHC001,MED005,12
2026-04-22,PHC001,MED005,11
2026-04-23,PHC001,MED005,14
2026-04-24,PHC001,MED005,11
